Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],time_interval
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8613.83221773283,7589.9019679997,7360.21365612239,7326.16050730217,7552.40467422539,7675.57817108924,7695.11053742504,7952.98313173573,8282.39885965651,8560.96909441129,8967.69626924063,9354.48075090137,9825.94319858403,10255.6101131603,10792.7374278506,11278.6160255559,11741.9476769178,11792.7712897392,11932.0383995535,11162.0559722742,11307.7161991209,11551.4989289342,11466.1419094704,11705.0092523564,12233.299367172,12717.038597002,13035.3528590909,13628.4044885706,14377.4241602939,15083.5991718742,14437.8088480852,15521.3815852251,16345.3110870432,16286.7593347282,1.93025199506751
IBRD only,IBD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2195.98869224153,2184.27219701931,2183.99208436132,2231.27332422665,2278.44636315876,2335.79092895436,2429.72758473856,2525.12534394877,2558.14428820829,2620.48112631,2741.47719094345,2807.59241183815,2902.86880443456,3041.53740939283,3238.2086487517,3433.82360112764,3680.5591708827,3970.52240731524,4163.09949011204,4236.16532941298,4522.13827416384,4761.81086772569,4967.95022908647,5171.16297251632,5361.82256593468,5541.33759395986,5737.87397619394,5982.26773417593,6223.29765160822,6419.69001259911,6285.20120048751,6726.19281396224,6943.36586651973,7215.89480953748,3.60501160872811
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35417.1490966556,34930.7276057715,33330.7146821937,33426.874442296,34334.2872064646,34188.3505876665,35557.277250986,37302.6680254519,39622.6069816837,40725.886035875,42174.6650584696,43288.0763046335,43143.4605797013,43763.7756121132,46766.0168708212,48850.7658634924,50731.6906881712,53646.3690202759,53821.47082221,49527.3988280929,48193.7014041013,48933.5456614347,49191.574417162,50946.8162625339,51233.2440468041,52951.6815110898,55513.6423015865,56501.4576788793,57697.8044237427,57493.4195335925,52641.7234828803,54452.0969675282,57816.3616576004,58393.1788782259,1.51516043147235
IDA & IBRD total,IBT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1932.41459006627,1919.96540216026,1916.70265153327,1948.84295272543,1980.90806300329,2025.36852370189,2100.71509525804,2175.26725916109,2199.9633585202,2246.42871270814,2340.14062590927,2390.61424640844,2466.11787622507,2574.03866301916,2730.46081114499,2884.6674984056,3077.19633653355,3301.57389636373,3448.83479705386,3504.77753012435,3724.47730541671,3902.69838889538,4053.58442947483,4208.36090388957,4354.37201187637,4484.4893837025,4625.19368225206,4802.27463674428,4976.32841838627,5114.02261987134,4988.81695826959,5303.12618391446,5449.89351425309,5632.93589712087,3.24200144261999
IDA blend,IDB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1330.31069900703,1318.85811292274,1324.54184573353,1288.96426036655,1267.01632394738,1259.09901603046,1282.23286048437,1273.83806886087,1274.65901052071,1268.58251632315,1281.49885685544,1301.50577310859,1358.18804170306,1393.28514451698,1463.75432651766,1518.74171158711,1570.58867555275,1619.86750764445,1647.10485749427,1703.48353013681,1759.66910208178,1796.08942964055,1833.46654631192,1894.25209009438,1960.05687201461,1993.78936181267,1996.88446051628,2008.25704497249,2043.92993170253,2058.36656067917,1987.47237934812,2046.68541091504,2088.38673359582,2095.71064966582,1.37721268144897
IDA only,IDX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,660.793596267669,656.442630017459,647.075578729798,643.557223100844,634.045657606999,650.529544638902,667.087918985981,687.348423029376,699.374067028874,708.290027045195,720.257794113129,729.945533017737,740.87999534777,757.335680628315,782.622588845033,811.478930914466,842.306893908778,874.02244803947,904.787441674382,922.410047508344,959.599137825464,973.282700526423,975.081331671488,1001.74695552038,1033.14296002498,1042.15535457657,1063.23085093362,1093.67132057759,1119.85469475113,1148.45092270625,1119.28216322345,1135.17434572949,1158.81073634005,1178.61622871176,1.75349942578685
IDA total,IDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,882.191666704294,876.227118246939,872.084985877276,857.511179951825,843.943225487058,852.300313869527,871.348406334607,882.122979719915,890.615678349305,894.659610186357,907.389782338735,921.054938551752,947.500853797888,970.009894631594,1010.5306630095,1048.10117643329,1085.85615257237,1123.45281874219,1153.13082764224,1184.08478665498,1228.06131643334,1249.63667674061,1263.34022746507,1301.35889180348,1344.10411164562,1360.96217666755,1375.27751979526,1398.64532331866,1427.40663196563,1450.69406151116,1407.17372567453,1437.00754862437,1466.35253377199,1481.74544295372,1.57141419280997
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,534.484099592548,528.898177045307,546.441020503838,560.798571766267,586.175457565091,618.139287917831,651.958356583772,665.466107553727,693.408504758764,740.916233287317,755.482294032829,777.733660305847,793.100961792279,840.81804425498,892.3821034885,947.763435280111,1008.6671374075,1070.13153814137,1087.58303554405,1156.88066592664,1238.01472672193,1285.28304898271,1337.47611073826,1404.54534647065,1490.02850762963,1590.17433134297,1701.18423764708,1795.9118496797,1891.13843545663,1944.31484844968,1814.56156970557,1974.58060231807,2098.22093124628,2239.25036295254,4.34119529578527
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1483.63803203131,1556.80666351962,1629.84797824665,1706.95236458804,1805.60388533425,1922.35211804745,2039.36298877492,2101.25414945916,1797.08392181585,1784.333594699,1845.22780072703,1885.67975137695,1943.64492790634,2009.48978395399,2083.8825089787,2174.91522148966,2264.93573330974,2377.25499297081,2487.61129660703,2569.87421261278,2695.86817007214,2826.48044072348,2959.5144781668,3086.32311695224,3203.48428702077,3322.58167895444,3453.04943030511,3591.78002845926,3741.30526682049,3892.42166187369,3780.12163441585,3892.95599990599,4073.55834962073,4247.85315520073,3.18762580027128
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3363.51012019993,3647.57111372796,3680.21787616076,3602.81510457786,3528.03069179367,3564.66177349948,3741.58135759674,3738.56734125543,3757.34308568728,3772.35593718364,3927.70922331844,3953.47969799171,4231.47890799956,4554.59387294772,4675.94080527377,4748.03025398941,4908.95995180128,5232.70354880714,5174.35477136007,5155.85724962024,5378.7177108645,5450.93821273398,5180.08602726727,5027.48471728532,5178.90070655187,4990.93679541655,5332.1010318135,5401.45593675503,5233.28205397474,5017.11721517534,5141.08477649301,5344.95802474488,5507.53339500769,5739.9439512132,1.61958890417496
Iraq,IRQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3511.16652720772,1249.06795245327,1607.58755236184,1995.72863174961,1975.17890715209,1949.57829739577,2095.3736625834,2461.72857620935,3215.74070169179,3659.35339094835,4138.18793966255,4079.11185103866,3626.35339271637,2227.96915256843,3320.37891008753,3277.11191008468,3437.36336042533,3532.08054729669,3749.76577313729,3739.45544550806,3854.68835626085,4003.05259905817,4360.74562424618,4479.47041925477,4333.82398987741,4416.94292408042,4903.82325769683,4702.40048423472,4710.97614870841,4854.38649618787,4170.39204821397,4138.07727128907,4357.86592653341,4136.19753038504,0.496450208076614
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,23085.2141398,23395.7792537096,24013.5699156904,24537.2076709476,25847.4384259376,28192.7754893908,30034.6979677168,33012.3336284172,35533.6518883702,38835.0408982036,41924.2932496242,43451.3730525539,45245.8085128973,45856.3496298566,48081.9681057103,49746.0564580724,50838.0767607578,52012.0454125255,48677.2171989662,45729.9032271479,46246.8450864429,46635.3445852272,46377.9216861489,46676.2584933487,50427.3296736031,62179.2642662951,62566.7978369816,67652.0199199883,72478.8382398373,75281.9215322169,79441.7086843532,90589.1967310069,97316.8775085729,91783.4370132598,4.1825440139248
Isle of Man,IMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,28063.2117657038,28143.7686484833,28152.2396546921,28719.5759554009,29707.0313793445,30828.3272261339,32959.025186658,35394.2259066795,39663.5295703617,44529.0936480521,46334.3747988961,48302.0284324121,50775.0328491428,53299.4715071643,55545.0923300437,58275.6198797312,62126.8271217922,66068.2420377314,68547.4233193751,69212.0536653788,70785.8201535165,71754.71689151,77006.5579919221,80380.9616775489,84774.5389175819,84753.5187422732,90801.1715251381,93232.6489061823,95074.4397186048,95137.3348854037,86613.6133804936,89706.0884997565,..,..,..
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,22241.6634605927,22560.9158983084,23485.7508717011,23811.1918235925,24926.0219214881,25872.2304216269,26698.2315740449,27026.4814260925,27502.5738477223,27704.0215974216,29321.3254007484,28733.9412605501,28128.8460691258,28010.6074556958,28836.5131848105,29503.9014620245,30605.1559987527,31880.3450537383,32337.1977109655,31852.2671973223,33048.5545890362,34247.623280715,34491.1601071181,35348.3068537152,36035.2577522884,36206.5222171621,37109.0218162488,37953.0404593554,38744.1604404811,39591.3687578516,38176.7543372587,40772.9704864616,42710.7782216294,42674.3002343717,1.97463517732281
Italy,ITA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27490.6320397627,27894.2427947176,28107.8590258445,27851.1213575016,28444.4102547741,29265.0890480926,29627.4869484224,30153.7751753268,30690.911722108,31184.6163874566,32350.9043668747,32963.6706090266,32998.2031900081,32897.3907788976,33150.4762169416,33257.7698032684,33751.7000191328,34081.0903298709,33530.3601449597,31615.2708145085,32058.1739940798,32229.4567910904,31184.5584255896,30257.6274259351,29979.9187217358,30242.3861352184,30685.645898943,31244.2270989224,31593.4802621599,32114.2998563994,29375.037340835,31980.6412402973,33364.1090461331,33774.0201855238,0.623777514657018
Jamaica,JAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4503.50413728267,4682.56213703776,4729.60383691195,5123.46148603444,5141.81387569072,5209.81593198621,5155.56423908487,5052.76055900608,4893.40659827544,4907.14670019772,4920.07020364592,4961.1718778354,5035.63518240062,5195.08597564921,5238.17381347435,5259.64416839663,5386.37775095747,5440.12484634238,5375.76162910926,5121.33847760029,5025.49351487106,5089.6052172613,5033.35861602932,5035.12862521918,5049.08041546538,5077.55096915616,5132.22682136336,5172.91605361481,5264.1964521584,5307.51034434468,4769.69359417696,4976.35970942781,5236.79024419576,5355.4748248395,0.525041146920508
Japan,JPN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,28422.2131195125,29308.274088137,29462.6539670948,29232.4397928178,29466.7552451756,30171.1637924347,31046.1701544648,31276.1930771932,30795.0888900928,30636.266116943,31430.6311303282,31476.052066579,31416.1241772435,31830.2175849262,32515.1158024317,33098.5474664872,33531.5185630775,33990.0360341685,33557.6454041531,31651.0837739853,32942.2020783725,33011.13423011,33518.444936892,34239.8862473683,34386.905855287,34960.6393843385,35242.1993771881,35861.9728545838,36138.5290824719,36043.7844013365,34650.7967802766,35701.4542716142,36202.639274898,37079.1092202813,0.805705229340787
Jordan,JOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3332.36017162589,3214.38020627448,3485.04539258946,3454.80581218886,3454.98218700637,3521.05230670796,3477.16972604759,3497.36129680052,3520.35371454636,3561.47534222787,3635.29215802348,3747.46493752767,3879.88374913327,3951.04104562456,4183.8510536142,4408.27026105826,4453.65382867002,4521.65317061125,4731.61282886421,4861.12699202489,4865.46977307058,4872.99655954255,4920.86517893078,4732.38722080538,4348.23665884969,4064.25301043642,3949.61078519413,3947.97166966641,3929.68718472936,3909.25001726642,3784.76252307437,3845.8569750687,3891.21222579832,3974.95939367124,0.534344604354723
Kazakhstan,KAZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5831.079484338,5156.9453045491,4887.37508865971,4453.56412912918,3949.04609694267,3700.75393498512,3776.08335260099,3901.33841249685,3893.93814460149,4037.45316212422,4446.45187083495,5055.3131136336,5550.50480543094,6046.32711714622,6580.88406904835,7155.34259790868,7837.62797840829,8438.10338910935,8554.82229960329,8487.54356652611,8979.330947436,9506.73263871271,9823.69243491276,10264.2965375121,10539.0431112088,10510.7703240885,10476.3460131011,10758.519283328,11053.3604174846,11402.7584159346,10974.2446417632,11186.2822816204,11283.4160946866,11700.8364821966,2.11047936353576
Kenya,KEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1313.85916268877,1290.63354655312,1242.01895304179,1210.27253341603,1206.87324168352,1225.14387349294,1241.87853556974,1214.84764234856,1221.52431592374,1215.16392444926,1187.32581048865,1195.44377789615,1166.06528596172,1165.16610267167,1188.57071122139,1221.85928949545,1262.81466607018,1309.89563901188,1274.4046794224,1278.14090191776,1342.76870217303,1374.54424573528,1401.49082469925,1420.07869248789,1457.54306554413,1496.65357260021,1525.74355131991,1550.20345743472,1604.80293212228,1653.82898526646,1616.50240405855,1705.7403896308,1754.58548035889,1813.76097266007,0.977072250646635
Kiribati,KIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1386.54619907327,1283.55351304214,1561.53042211485,1537.99680645783,1542.7840253092,1564.43927211454,1538.92307720645,1529.26056911164,1562.00434839357,1477.03490772794,1549.88226912906,1472.41686548432,1466.28362384642,1413.53705381817,1377.73278375885,1365.34557591287,1419.22517936268,1435.42799677104,1366.21889489021,1346.92559616311,1335.48357998429,1359.08867921153,1416.12799593833,1497.82425789761,1495.0228297681,1641.48097739743,1733.24568494058,1767.13800457668,1799.26863966721,1829.22305681577,1785.56319296829,1904.76588311518,1942.69806649544,1991.31431399897,1.09690598140082
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9367.09258686755,10274.4827454694,10798.561680692,11424.5851330612,12358.5180229628,13411.1119170158,14332.1367231987,15074.4883429924,14198.386270755,15714.4119484746,16995.5591864626,17684.0503773277,18940.3842233935,19435.4934104303,20364.7599656771,21197.1990880347,22196.2077459266,23365.1402064812,23887.0595538423,23952.8132191069,25455.6174843658,26191.6442615421,26680.2754448705,27399.6159477521,28100.0102759544,28737.4391706499,29467.124342556,30312.8888500809,31059.2668087927,31645.9498343307,31378.1579340648,32771.0724243229,33690.3788793046,34121.0211756766,3.91730573508309
Kosovo,XKX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2540.05616290535,2676.7074796279,2816.61848817487,2983.34785473473,3021.38486470334,3163.47537480745,3279.05574083288,3520.78207462478,3739.19876220536,3890.21282577888,4009.12363850589,4219.09759907177,3990.9862599761,4429.97766677751,4666.41775009447,4854.3335105348,..
Kuwait,KWT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20259.6003455314,14944.505631286,22580.7284287659,29652.0173880692,32399.1821297065,33683.499590261,32930.4628703054,32630.9443409218,32746.2558874533,31168.8835742096,31662.8325207947,30825.8998857764,30891.3152671296,35309.7927190879,37986.1375760404,40476.3175392751,41161.0155167096,41132.2056491121,39859.8941020972,35123.2559637109,32568.6750419922,33427.8202974387,33009.1165077544,31082.4120294043,30282.5425613237,29315.1931019553,29134.3725685209,27244.48726202,26664.6487904648,26278.7396325411,25353.2404422938,26452.9687748231,27953.3394253627,27068.4869142309,0.878004346726887
Kyrgyz Republic,KGZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1203.48194911779,1089.90835646403,928.31552055094,784.578294342188,627.216683524797,587.305134904084,619.672856199309,671.253009664246,675.060371417385,689.417411647766,718.337259756058,749.41968774501,742.443596179534,786.351722322768,831.484221457134,820.715878322801,837.133695295453,900.025402369867,966.41524049671,982.377051303891,966.150610164694,1011.31540362314,993.737299943137,1080.54809637585,1101.70519542611,1121.08269597662,1146.10307867056,1177.43858999436,1197.61057526025,1226.82431155612,1117.70384799462,1145.56733576995,1212.23374048823,1263.98746055944,0.148643623512813
Lao PDR,LAO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,634.159386754235,643.104738078501,660.422394507692,680.929853305787,717.698772192253,749.53535208387,782.956883067784,819.44013561928,836.302262621694,881.754321166909,917.288670872879,954.430327719172,995.341607477281,1040.33324188636,1091.30077746555,1151.93016708144,1231.5189507389,1304.29230759592,1384.68933917621,1466.08897901793,1567.57751259402,1669.06629214341,1777.4100825357,1893.32648776004,2009.82538567813,2125.4589005996,2240.41618173337,2358.37249045474,2467.95557992654,2564.01946515237,2539.12433769357,2566.27723361315,2599.2048876829,2659.71838486483,4.34447031609592
Late-demographic dividend,LTE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2555.35648143021,2534.33347231674,2523.46528999757,2602.61396057125,2688.50819636857,2810.3263511164,2923.85077549615,3057.68439954734,3115.69327679697,3232.2775586988,3431.94424125133,3584.15997162023,3773.20224211461,4004.49967607175,4304.52548164423,4608.18022752151,5003.80860399614,5479.68861159843,5821.19845477567,5997.98112408626,6440.40504492283,6859.85890493798,7206.37648884352,7555.38266424732,7894.695909811,8212.74329215127,8526.9804008962,8922.71621873181,9355.6834650395,9745.8201011099,9732.04179154123,10434.7486535396,10756.391536937,11199.8303769714,4.47789968571274
Latin America & Caribbean,LCN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5897.13810332874,5959.62576091516,6003.91726084005,6158.46891248807,6369.37300427897,6314.66647934697,6458.48587489284,6698.76049250784,6791.88323000426,6735.48717936331,6877.33667200639,6811.71878174137,6750.80148303403,6826.84475252672,7107.34311974922,7296.01271819016,7579.25930280722,7880.41648929292,8076.41732136781,7806.32101801258,8218.50691032639,8484.14526628575,8606.09547393038,8749.15966166172,8773.77244157974,8719.62575346093,8603.51885715288,8681.35672766534,8737.41630311707,8722.92390071137,8077.33486222589,8583.82859356081,8867.54684896765,8992.34521853978,1.27850460048432
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5724.51515730723,5776.53433521646,5794.52080171752,5941.07989704547,6146.58257649932,6068.47433450033,6200.69689852686,6424.54374242097,6501.10631321506,6436.86485591979,6572.56205671561,6491.32678297469,6426.71433976226,6495.9144812247,6752.28018794927,6935.14905739481,7212.64774137102,7509.98653689092,7704.02960324272,7436.56655905482,7850.1898939395,8105.09286008233,8204.7498180398,8340.60290965724,8359.61756956165,8297.30225777455,8172.09362245258,8249.21582144478,8287.68653877903,8255.77244738006,7645.95351649581,8105.06382621734,8361.53279037083,8481.29480018684,1.19122808992516
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5768.43171999116,5847.20732875242,5902.17970525681,6070.79218601516,6281.99740131492,6217.1795396754,6356.49039795756,6594.54410681806,6681.21316541704,6608.23821144094,6743.28488656863,6661.51252901181,6597.48676355831,6674.86750232029,6941.07809777743,7129.66733715737,7411.72975018314,7716.00309059769,7918.26355745543,7647.08584735838,8070.45738080931,8342.20553634205,8465.32306649736,8611.05901094312,8637.5943732378,8577.804211342,8460.48651883219,8542.2923366419,8602.30803224303,8585.9680078824,7956.86967775737,8469.6878079054,8748.72232262643,8872.24514755531,1.30462920197584
Latvia,LVA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8126.58869722816,7136.71191207231,4911.662201027,4759.85682209254,4946.19528535154,4969.82307985825,5156.19509655969,5668.0600072591,6084.28501085339,6303.07485521062,6725.33754041856,7243.56297995178,7847.64536792469,8591.26791254397,9405.06172211095,10526.4522506693,11895.2750583575,13185.0693240034,12891.4423439709,11237.1089285212,10962.2315251539,11450.9767983716,12410.3652614992,12795.8782909892,13162.6545599056,13786.4567953114,14242.5726741319,14845.3348946383,15558.4920048315,15759.0818388809,15312.3350649782,16481.5243496066,17014.6190935484,16945.2043264018,2.22679885493886
Least developed countries: UN classification,LDC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,600.264511374261,596.239025196312,583.2732612225,565.845339424201,555.177417872773,572.699817854695,589.902993393927,606.716552104715,615.976441342994,625.453612955673,637.102897844816,652.386843647855,669.424907222253,684.9222845876,710.879365131735,745.21357597106,777.382394751051,814.655706491288,847.407677643255,863.041207160727,895.335763841982,902.000295921612,908.058722885931,936.794955106995,965.687464874319,968.123889466947,979.666456348502,998.919660555635,1019.736613418,1045.54017677212,1019.96377782068,1023.6067359462,1046.61400691296,1061.04854273083,1.72618933052904
Lebanon,LBN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2753.85425210188,4033.58923114657,4597.99064366189,4995.11878209564,5303.67241006641,5543.75915928786,6055.33654124323,6010.00783348938,6124.11395866336,5989.8177477352,5970.97454627471,6103.3943112551,6230.74603429012,6348.80648465667,6669.25306904325,6747.71185952593,6740.74187745932,7230.85858889228,7760.76584698942,8445.10247039192,9037.08580879125,9026.4717227136,9019.69822923935,8539.56607828988,7921.0802355822,7802.75136769776,8101.70966835667,8374.74035900031,8435.63735402702,8081.74334362085,6485.72603986915,6107.45470909137,6183.24391454255,..,..
Lesotho,LSO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,536.999729514643,564.830548367306,594.696196193686,606.763181638802,634.577641165134,647.51837725437,676.409198691735,695.244366434474,701.291738221476,701.589993215511,727.180765900241,752.76239711574,758.947156048133,795.346787298798,811.921863392413,843.445694361979,879.410653579597,913.151554868226,958.010597915718,939.334708688066,982.196851492105,1020.01037469668,1075.6232973802,1084.75668926126,1092.09426551971,1113.83683453612,1140.38787362097,1090.9903030035,1061.43805871852,1033.37116391748,944.247169219343,950.210025748611,952.252837819612,950.706868980527,1.73093390820991
Liberia,LBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,758.890068570219,741.732429716355,454.892327030406,293.432690743826,230.392916651931,218.790644267325,238.460615282028,454.882845188484,534.860006275201,616.014085943877,763.426872528757,762.946664857397,771.234966433168,534.45395268089,541.908673590868,545.398063059969,557.024626323936,580.35273604346,596.984292458089,609.120596541239,627.805378599434,653.101870655313,680.790012196002,723.95918426021,714.182489983352,699.662946853965,675.059610609385,678.579144139741,673.411391957645,644.162065213927,612.38424757045,629.820554654024,646.501161656649,662.503236758364,-0.411610564214785
Libya,LBY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11630.8398212118,13126.4045578537,12474.8857598441,11740.8879010949,11719.66275194,11237.2572019505,11269.9110001316,11658.3625728023,11066.7580046788,10979.9047980025,11170.1288516976,10721.2911891482,10364.2657224622,11423.0941445876,11628.698789372,12673.9172586896,13191.8687978311,13729.1602887951,13418.1930724934,12561.900507228,12925.5723670963,6734.22501177621,13263.4884911645,10666.7153361027,8057.29953981597,7867.51493141091,7639.23189642653,9968.91507857088,10595.2457532247,9821.66173227168,4041.63593005993,10121.5283234916,10140.7381704001,9861.04514419466,-0.500206103501282
Liechtenstein,LIE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167809.269874833,..,..,..,..,..,..,..,..,..
Lithuania,LTU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8353.52964500921,7866.01864084147,6200.51330883556,5219.04989286663,4742.15154703415,4936.0202154344,5230.26019154918,5706.89526075875,6178.1238213384,6151.08296362442,6423.42067622444,6899.23683441212,7424.39482424481,8275.80344758031,8919.08174949012,9766.48764716509,10659.4002106998,11984.9232941064,12425.3980999207,10699.7894581629,11106.9502145424,12046.7213858694,12678.6926859879,13262.3344620771,13850.0001271199,14263.9645773495,14810.2517786273,15661.9962536775,16443.5852875776,17256.4081521908,17247.5436933039,18292.5328507872,18535.0779663478,18213.8342529906,2.36211293213118
Low & middle income,LMY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1624.62459453731,1638.39028459286,1676.30965118664,1728.69143966031,1785.22319353235,1834.77270251377,1915.82105422902,1990.13744327193,2022.3979885017,2062.87593714169,2143.16866011748,2186.97781875431,2256.00751638377,2353.22407792095,2496.8827426096,2641.43071292889,2818.43857339082,3025.68145928678,3161.17813587972,3242.22154438349,3458.89519715428,3628.83449625355,3774.34076176963,3930.97054640777,4077.79672753467,4214.45758022272,4357.65260887661,4530.87953394733,4696.99350317197,4829.22127974888,4716.3989442653,5012.54301955553,5157.98365968699,5337.286717668,3.60436560057805
Low income,LIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,593.618280055741,586.043794748657,569.18702572969,557.716794547025,550.50242400109,562.251006552473,577.584310673733,596.456518482647,604.036368373265,603.335385828161,606.36180591098,615.961103641316,626.864834878127,637.793272327552,657.80385027988,681.203256468042,700.260182080585,721.391894994531,739.87082036741,748.933317888357,778.822297953018,763.122312562447,718.753056768107,723.864725112534,737.190895501717,714.771564692477,710.308151038639,712.504550146692,717.083496497129,726.831050395544,709.327501805966,704.7831999426,711.923379069778,713.789898658694,0.558642947981571
Lower middle income,LMC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,845.003142919443,843.186139119019,855.195325002564,856.324590862323,871.438376524036,896.662735031183,933.868664134326,951.24418109915,974.311321186223,1006.24889455321,1027.88004324135,1051.51931485421,1078.11012217386,1121.09691887121,1178.73776078571,1235.61288401852,1299.01564583632,1365.2171121204,1404.33558175297,1463.54690149912,1537.99092589648,1584.37617881549,1639.28693333845,1704.53918380004,1780.05749673492,1856.92603274113,1933.23433875868,2008.57549563987,2087.23959081908,2141.44257195502,2036.0840425946,2142.93805366344,2239.72960740927,2328.04197872763,3.07103786062636
Luxembourg,LUX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,66027.0758007817,70779.9729147771,71116.9400892209,73116.1946629406,74883.1418537888,74896.0965788046,74916.5067672272,77993.0585335828,82170.2399212578,87695.33957586,92527.7118069642,94243.7073233917,96269.5793851216,97597.9969176553,100292.568479162,101222.045664401,105614.179863952,112417.878458001,110094.792338745,104574.349887682,106544.057241723,105290.249048827,104487.744238704,105338.956059283,105583.937014123,105462.012584423,108351.452158933,107142.127556443,106376.783565763,107350.626687276,104616.03467801,110425.88843286,109714.924316129,105996.661496663,1.4343718211956
"Macao SAR, China",MAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30001.4821171518,30055.5590853125,33139.987469551,34094.7744813333,34807.3042839656,35241.7168016414,34429.5228337684,33716.074933257,31631.2426242222,30395.9502394396,31668.0219855995,32046.5584930022,34083.774269273,36992.7240489276,45563.7868050788,47924.1591753166,52907.2260844044,58983.6987069531,59403.8700009709,58611.7503229623,71457.9169903019,84818.7166340753,90787.6086775838,98752.2289204409,95001.4822041092,73220.6355551661,71394.8611441461,76970.2682119038,80342.5875773682,76789.4065769928,34410.3457997943,41869.8392405949,32503.6038302382,57931.6963756044,1.99399358645438
Madagascar,MDG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,546.371198925528,496.760821557166,487.572802892219,482.641782767894,467.500896376178,460.507184085452,455.69716718555,457.774323261547,460.982138901307,467.919193188843,474.139021914094,487.661102523517,414.687336442666,442.103229664323,451.921226359558,459.774982591233,470.6185887303,483.145271398512,500.78247263489,467.115644011521,456.729207078845,451.127504641527,452.205008433058,450.412085258455,453.383414241637,455.63803458407,461.736048112361,467.655067624663,470.423898266865,478.926961352974,433.838239991494,447.78467591887,453.858147011652,460.834128797962,-0.515940683005338
